start	end	text
1143920	1150240	if there's any way to actually request a D-U-N-S number, like if you say D-U-N-S.
1152560	1160160	And I can't see anything related to that, to be honest with you. So if we go back
1163680	1170720	here, I can see, I can request the D-U-N-S and here the locale is S-V-S-E. And here,
1170720	1176400	the locale was E-N-G-B. So what happens if we just go back to this URL that we were on before,
1176880	1184720	and then I just change the locale? Does that work? Well, unfortunately. But, I mean, here,
1184720	1193520	D-U-N-S number, get a D-U-N-S number. Okay, that's good. And then, and you can here say,
1193520	1203040	I'm an Apple developer, press continue. Oh, it sends you back here. That was really bad.
1203360	1214240	So it says, look up your organization in Apple's website. And when you try to get a D-U-N-S number,
1215040	1226000	it tells you to go to Apple's website. If we say that, then okay, legal business name, etc., etc.
1226720	1234160	Then okay, legal business name, etc., etc. Okay, so you will need to go through this process,
1234160	1239600	which doesn't seem to be completely easy to get a D-U-N-S number. You see, request the D-U-N-S
1239600	1248240	number. So you probably just want to go to dmb.com, it's like d-u-n-s-number.html. And I can't
1248240	1252800	explain this complete process, to be honest with you, because first of all, it will be a waste of
1252800	1260160	time for both of us. Because these are so many moving parts and a third party company that I
1260160	1266080	have no control over. So if I even try to explain their process, it may change tomorrow. So there's,
1266080	1271360	it's not a good investment of our time. But everybody else has figured it out. And I'm
1271360	1274960	pretty sure that if you just go and say, request the D-U-N-S number, you can just
1275520	1281920	follow the process and then get your D-U-N-S number. But begin by going through,
1283120	1290560	look up your organization. So you may already have been assigned a free D-U-N-S number. So
1291600	1297040	do that first, please. But if you have to request the D-U-N-S number, I believe there is a little
1297040	1304000	bit of a cost to it. And that is about $70. If I'm 70 to $80 at the time of recording this video.
1304720	1315040	So count with almost about $100. And hopefully not more, hopefully actually a lot less, but around
1316720	1326160	$70 at least. Does that make sense? I said so many numbers, $70 at least. So try to get your
1326160	1331920	D-U-N-S number. At least that that's what Apple says you will need. Now, of course, if you want
1331920	1339840	to register as a company, I can't stress this enough. You will need a website. I remember vividly
1339840	1348000	when I registered a developer account at Apple and they rejected my request saying that, well,
1348640	1355680	your website doesn't have any content. And they were right because I just created an empty website,
1355680	1360800	like a domain. I know I didn't actually create an empty website. I registered a domain.
1362240	1368480	And there was no website. So when you typed my website's name, it would just not show you anything.
1371440	1374960	And they came back and said, no, your application is rejected because you don't have a website.
1374960	1381440	What kind of company are you? So then I had to actually get like a hosting service and I have
1381440	1388880	some content in there, have like a support. So if you are registering as a website, sorry,
1388880	1394400	as a company and as an organization, you will need a hosting service. You will need a domain
1394400	1400480	provider. You will need to ensure that you have a website because they're not the same thing. If
1400480	1406400	you have a host and you have a domain provider, it still doesn't mean that you have content
1407520	1414480	on your web page. But what I realized is that if you register your domain and have a hosting
1414480	1419680	service, make sure that you have a website. Just have some content in there and say, hello,
1419680	1426240	we are this business, that business. We work with this and this. If you have any questions,
1426240	1430480	contact this email. And here's our phone number. Here's their address, et cetera. So
1430480	1437520	you need to ensure that if you have an organization, it is actually an organization. It's not just like,
1437520	1444080	hi, my name is Fubar. I'm sitting at home. Contact me if you have any questions. Not like that.
1444640	1450400	So and of course, after you made your decision, you start the enrollment process. So
1452400	1458560	now learn more, continue enrollment on the web you can do. And then you come here and you will
1458560	1463920	basically need to provide your information and continue with the process. Now we're not going
1463920	1470400	to go through this, but the important thing I have to mention here is that as you go through
1470400	1479040	the enrollment process, as an Apple developer, unfortunately, there is a cost last time, which
1479040	1484320	is about a few months ago when I registered, or I had to renew my registration. You have to renew
1484320	1493840	your registration for Apple's developer account. You have to renew it every year. And as I've
1493840	1502000	mentioned here, the process is not free, unfortunately. It costs, or last time I
1502000	1507520	registered or renewed my registration, it costs $99. And I believe it's been $99 for a very long
1507520	1512720	time. So if you're in Sweden, it costs about a thousand crowns. If you're in England, it probably
1512720	1519760	costs about 80 pounds or something. And in the US it's about, yeah, just count with almost $100. So
1520320	1524400	I used to be able to provide this like you have to have some sort of a credit card or debit card
1524400	1530400	to be able to pay for it. So after you've done that, after you register your account as an
1530400	1535760	organization, you will have direct access then, or an immediate access to your developer account.
1535760	1542720	And you can start developing applications, et cetera, et cetera. So if you're following along
1543520	1550240	with this course and you want to deploy your application to the App Store and Play Store,
1550240	1558640	please do this first. Get your developer account either as an organization or as an individual.
1559600	1564160	Get that process out of the way because a developer account, especially if you're an
1564160	1570480	organization, as I mentioned here, is not a super fast process. I mean, when you get the account,
1570480	1576960	then it's simple. It's fast and you're in there immediately. But the process itself is a long
1576960	1582640	process. So I remember for me, it took about two weeks because I got one rejection. It took about
1582640	1591680	one week for them to review the documents again. So it's not a fast process, unfortunately. It's
1591680	1602960	like very, yeah, it's just a long, long, boring process. So get that out of the way, if you can,
1602960	1619600	please. So that's for the long and not free part for iOS. And also, one more thing that I need to
1619600	1626800	mention is that if you're registering and you want to sell applications, which is not the purpose of
1626800	1631520	this course, but if you want to sell applications, then you will have to provide some banking
1632080	1637440	and tax information. So they need to ensure that the stuff that you're selling in different
1637440	1642720	countries, the money that is then being sent to your bank account, will be accounted for when
1642720	1650240	you're paying your taxes. So, and I believe that if you're trying to sell apps on the app store,
1650240	1658320	then you will have to fill in some forms with the US tax offices. I don't even remember IRS, I think
1659840	1665280	internal revenue services or something like the IRS. I believe that you have to fill some forms,
1665280	1669680	like send the forms to them, then they will come back with some sort of identifier to you.
1669680	1674960	And then you will need to use that identifier on Apple's website in order to basically say
1674960	1679840	that, yeah, yeah, I know, I'm selling stuff in the US, I'm selling stuff in Japan, I'm selling
1679840	1686960	stuff in Sweden, Norway, but I'm going to pay taxes for them here in my country. And that's
1686960	1695360	what the form says here. Here's my name, here's my company. I'm an organization or I'm an individual,
1695360	1703200	so I have no company. My personal identification number in my country is this, is my address,
1703200	1708240	my phone number, et cetera. And then you send it to them, to IRS, and then they come back and say,
1708240	1715920	okay, now we know who you are. And here is your identifier number, like a business identifier
1715920	1720320	number, BIN or something they call it, I think. I don't remember exactly, but I believe depending
1720320	1723920	on whether you're a business or an individual, then the number is a little bit different.
1724880	1728800	So if you're a business, I think it's BIN. And if you're an individual is in, I don't know.
1729600	1734560	So I don't know what that dialogue was. Some Bluetooth devices wants to connect to my computer.
1734560	1743040	I don't know what it is. So that's that part. It can be long and it's not free. Okay.
1745920	1753840	That was a lot of information. That's for iOS. Now, what we can do now is to talk
1753840	1759680	a little bit about Android as well. And the good thing about the Android process,
1759680	1766000	like setting up your account for, as a Google developer, is that it's a lot more straightforward
1766000	1772320	as you would expect from Google. And given that they're even like sending updates to
1772320	1777360	an Android app to the Google developer console is a lot more straightforward than it is for iOS.
1777360	1782640	I don't want to scare you, but it is a fact. And you will know that later when we actually
1782640	1788800	get to the end of this course where we release the apps for iOS and Android, that it is a little
1788800	1798080	bit more straightforward for Google Play Store. But you still need to sign up for a developer
1798080	1808080	account. So I'm going to take in my notes that I've talked about that. So what we also need to know
1808080	1814000	is that there is a URL that we can go to. I'm going to copy that and paste it over here. So
1814000	1822400	you see which one I'm talking about. Over here. Then you can see that you can set up a developer
1822400	1826080	account. And once you've logged in, so I'm assuming that you're logged in, then you go to
1826080	1834560	play.google.com slash console slash user or you zero sign up where URL, it may change. So let's
1834560	1840480	just, what you can do is just a Google, Google Play Console developer account or a Google
1840480	1846000	developer account. Then you will end up in a URL that looks kind of like this. So don't count
1846000	1850400	with this URL that I mentioned here because it may change. That's what I'm saying. And
1851760	1855920	you can, as it is for iOS development, you can either set it up personally as an individual or
1855920	1861040	you can set up as an organization. Now I happen to have set it up for myself as an organization
1861040	1866080	because I do have a company here in Sweden. So it is a lot easier for me to tie all my business
1866080	1871200	relations with Apple and Google into one entity, which is my developer account for,
1873600	1880880	sorry, which is my company. So it wouldn't make so much sense for me to explain this either to go
1880880	1885120	through all the details, but if you want to set it up for yourself as an individual, just press on
1885120	1888480	get started. Or if you want to set up as an organization, just press get started there.
1888480	1893920	As you can see, you can provide information about your organization. And you can see here as well,
1894480	1899920	as soon as you say I'm an organization, then they say, okay, what's the website? So you can see if
1899920	1903520	you say, I don't have a website, we recommend adding a website that represents your organization.
1903520	1908320	Well, it kind of makes sense. I mean, if you're a company, where's your website? Every company
1908320	1913520	should have a website unless you're like a pizza restaurant or something. Even a pizza restaurant
1913520	1917280	probably needs a website, but we have a pizza restaurant here in our town that doesn't have
1917280	1925280	a website. So they're on Facebook. And you probably don't want to say that your company's
1925280	1933680	website is on Facebook. So yeah, where were we? Here. And if you say you're an individual,
1933680	1939840	then you come here and they ask for some other stuff, but still interesting because
1940720	1947120	it says enter the URL of your website or social media profile. So here you kind of have to need
1948080	1952400	to enter that as well. So maybe you can get away with a Facebook URL. I laughed about it, but
1953280	1957120	maybe you can get away with it. I don't know. But I don't recommend that, to be honest with you,
1957120	1963040	because as you will see later in the course, when we actually submit our apps to App Store and Play
1963040	1971120	Store, there are a few key data points that you have to provide to both stores. One is a privacy
1971200	1983840	policy URL, and the other one is a support URL. And there are also two other emails you have to
1983840	1994160	provide. The first one is the support email and the other one is a contact email. And if you're
1994160	1998560	setting up a business account, then I really suggest that you actually set up a website,
1998560	2003040	because if you set up a website and you have a domain, you have an email provider,
2003040	2012160	then your email will kind of be like foobar at mybusiness.com. It's a lot more professional
2012160	2019280	to set up an email that is connected to your email or to your domain than it is to say
2020000	2027920	mrjohnson at gmail.com. I wouldn't trust a business that has a gmail.com account.
2029280	2032960	I kind of want to know that, yeah, here's a serious business, that they have their own website,
2032960	2041040	and blah, blah, blah. But on the contrary, setting up a website, setting up some emails
2041040	2046960	doesn't necessarily mean you're serious either. But it makes it more dedicated, if you know what
2046960	2057680	I mean. So yeah, that's the process for setting up an account also as an Android developer.
2059520	2066640	I think that's about it. That's all I wanted to mention in this first chapter of our course.
2068320	2074000	I highly recommend that you get your developer accounts for Apple and for
2077120	2083520	Google. What you'll also need to know is that, I mean, I've talked a lot about now,
2084000	2093920	Apple account and a Google developer account, but if you're developing your application
2096160	2100240	on a Windows machine, for instance, if you're trying to learn how to develop Flutter
2100240	2104560	applications and you don't care about releasing your application at all, you don't have to do
2104560	2112400	any of this. Just follow along with the course as usual, no problem. But if you want to actually
2112400	2117840	release your application for iOS, then you most definitely need to also have a Mac because you
2117840	2123840	can't build your application otherwise. There are some tricks you can do. You can build your
2123840	2129040	Flutter application and later on, like a friend's Macintosh if they have one, or you can send it to
2129040	2133600	a service that's in the cloud and they build the app for you and then they will send it back to
2133600	2139280	you and then you can submit it. Or maybe they even have to submit it. It's a bit hairy, to be
2139280	2145840	honest with you, but it's a complicated topic. It is a little bit difficult to explain.
2148000	2153120	For instance, if you're on a Windows machine, you can't even have Xcode. Xcode is the tool
2153680	2161840	and the entire chain of tool sets that gets installed on a Macintosh in order to build
2162880	2168560	an application for iOS platform. Now, why am I talking about this? The reasoning behind that
2168560	2175520	is that if you're developing a Flutter application, then Flutter can be deployed
2175520	2184080	on a Windows machine, Macintosh, or collectively called as desktop, web, Android, iOS, five
2184080	2192480	platforms at the moment. If you're trying to release your application and build it for iOS,
2192480	2198800	for instance, and test on an iPhone or an iPad, you can't do that on a Windows machine,
2198800	2205520	unfortunately. There's nothing wrong with a Windows machine. It's just Apple's fault for
2205520	2211520	locking down their build systems and alter tools to Macintosh. They haven't made the
2212720	2217840	conscious decision or yeah, they haven't made the decision to
2218640	2226240	bring their tool system and tooling to Windows, unfortunately, or Linux. Swift,
2226240	2232880	which is the language to write native applications for iOS, can be run, I believe, on Linux.
2233920	2239680	Windows might be, but its main platform is still Mac.
2240640	2245920	I know that this is a lot of information also to learn, but if there is anything I want to
2246720	2253600	close this chapter, the first chapter of this course with is, you can learn Flutter and follow
2253600	2258720	along with the steps I'm going to provide in this course without having to register any accounts
2258720	2268000	yet. So that's point one. Point two is that you will need a Macintosh if you want to use it for
2268640	2275520	if you want to comfortably build and release your Flutter app for iOS.
2278000	2283600	If you want to release your application on Google Play Store, which is point three,
2283600	2289360	if you want to do that, you will need to register a developer account on Google Play Console,
2289920	2296320	as I've shown you here. I believe that's all. That's all you need to know. So
2297280	2300240	some of you may already have all these accounts and don't have to worry about it,
2301280	2307600	but some may not know all this. If you're coming from a design background, if all you do is work
2307600	2312000	with Figma, et cetera, this is some of the important information that you'll need to know
2312000	2317440	about because I don't want you to get frustrated during the process, so I just want you to have
2317440	2323520	some information so that you can get started at least without too much hassle. All right,
2323520	2329680	that's it, I think, for this chapter. I can take in my notes that I've explained everything
2329680	2336320	I wanted to explain. It did take about 35 minutes. It's not unexpected, to be honest.
2336320	2341280	It's a lot of information, and I kind of want to take my time with it. It's important that you
2341840	2349200	and for me as well to understand all this. So great. I think that's it for this video.
2349920	2356640	So I'll see you in the next chapter. Hi, everyone, and welcome to the second chapter of our course.
2356640	2361440	Now, if you haven't watched the introduction to this course, I really suggest that you do that
2361440	2365120	before continuing with the course because there are so many points that I'll explain in that
2365760	2370320	introduction that I believe are so important to understand before continuing with the course. So
2372000	2376400	in this chapter, what we're going to do is we're going to take care of some setup steps that are
2376400	2383520	required for pretty much the rest of this course and all the other chapters that follow
2383520	2389200	along after this one, chapter three, four, and et cetera. So we're going to talk about Flutter,
2389200	2396560	Dart, Dart Pad, how to install Flutter, whether you're on Windows, Mac, or Linux.
2396560	2404560	And we're also going to talk about Xcode, Android Studio, and we're going to talk about a few
2404560	2411600	very useful extensions to our code editor. So if you're coming from a background where you
2411600	2417120	haven't worked with any kind of programming language before, I'm going to take this chapter
2417120	2422320	quite easy. So if you're an advanced programmer already, you may want to skip this and you already
2422320	2430720	have Flutter installed, everything, you can skip this chapter without a problem. So let's start by
2430720	2436960	talking about what Flutter is. Well, traditionally developers and programmers
2436960	2442960	or software engineers, however you want to call them, they've been creating and writing code with
2442960	2449120	their fingers in different languages, and then they're targeting different platforms. It's
2449120	2454640	very important to understand what a language, programming language is versus a platform.
2455600	2466880	Think of a platform as the end station where a software ends up being run on. So let's say
2466880	2474720	Windows is a platform, Mac is a platform, Linux is a platform, and iOS that runs on all iPhones
2474720	2482800	is a platform, Android is a platform, et cetera. Now, you would have programming languages that
2483760	2489200	you as a software developer would use in order to target those platforms, to write software for
2489200	2494640	those platforms. So you use a programming language in order to write a piece of code
2494640	2501520	and be able to run that code on that target platform. So the programming language example
2501520	2512160	is JavaScript, Python, Swift, Rust. What else is popular right now? Java, Kotlin, all these.
2512800	2519120	These are programming languages. So you as a software developer who's trying to learn
2519120	2525840	Flutter would use then Dart as your programming language, as I will soon explain. So
2528880	2532080	that has been the tradition that a person sits in front of a computer and says,
2532080	2536080	okay, I want to write a program for Windows. Then they go and write some code maybe with
2536080	2543440	Csharp.net, or maybe they will just use some other technology. I don't know what's out there
2543440	2550640	right now for Windows. Maybe they would use VB.net, and then they would be done and they
2550640	2555840	would release the software for Windows and be like, okay, I'm done. Now, then someone comes
2555840	2561920	into the project and says, oh, we need the same software for Macintosh, or we need the same software
2561920	2573200	for some other, for instance, platform. Then you would have to go and write the same software,
2574480	2581040	exact same code, pretty much, for the other platform. So this process would be very repetitive
2581040	2586160	in that you would have to write the same software over and over again. So things such as Flutter
2586160	2591200	came in in order to remedy that. So saying that a software engineer sits at home or sits in the
2591200	2596000	office, works with a group of other people and a designer maybe, or a few designers, UXer as a
2596000	2604160	product owner, et cetera. They would write the same code, which will then be run on different
2604160	2612640	platforms. So as a software developer, you wouldn't have to maintain different, very similar pieces of
2612640	2620960	code that only can be run on one specific platform. So Flutter in its ground basically is a UI
2620960	2629600	framework for writing beautiful applications that run on multiple platforms at the same time.
2630320	2638000	Developed by Google, has been in production for a very long time. It's tried and tested. It's
2638000	2644960	open source. And if you don't come from a software engineering background, open source basically
2644960	2655760	means that the code that is written for Flutter, basically the code that makes up Flutter, is open
2655760	2662720	to the public for finding bugs and also for contributing to it or maybe just learning from
2662720	2667600	it. So if you're, for instance, coming from a background of as a designer, it's kind of like
2667600	2674800	you have your Figma file open to the entire world or your Adobe XD source open to the entire world
2675120	2680560	for them to watch what you're doing as you're designing and also for them to be able to fix
2680560	2689440	stuff in your design if they see it not working as it should. So that's open source. So Flutter is
2689440	2696880	open source UI framework developed by Google. What a framework means, I mean, if you're not coming
2696880	2702720	from a software engineering background, a framework is kind of like a set of tools provided to you
2702720	2707680	as a software developer. So you can use these tools, take a bit of this one, take a bit of that
2707680	2716160	one in order to produce an output. So Flutter in itself is a software, but it's more precisely
2716800	2725440	referred to as a framework because it's a collection of tools. So if you hear framework,
2725440	2729280	just know, oh, there's a collection of things I can use to produce some output. Now,
2730240	2739520	that's what Flutter is. But what powers Flutter is a programming language called Dart. And
2740400	2746560	Dart has been in the making for more than eight years is a language that at the moment being
2746560	2753440	maintained by Google and also is open source. So anybody can contribute to it, anybody can learn
2753440	2759120	from it and find exploits or maybe problems with it and it will get patched by the public or by
2759120	2766960	Google themselves. So Dart is the language, the programming language that powers Flutter, you could
2766960	2778800	say. So now you know what Flutter is and now you know what Dart is. And I think in the next step
2778800	2787680	now what we can do is talk about a great piece of web software called Dart Pad. Now,
2789120	2797200	Dart Pad, as I said, is a web software or you could just call it a website that allows you to
2797200	2807520	run or write your Dart code, maybe pure Dart code or code for Flutter and run it directly in your
2807520	2813760	browser without you even having to install anything. So just open your browser and as you
2813760	2819200	will see soon we go to Dart Pad and you will see how it looks like. So let me just show you a little
2819200	2825200	demonstration here. So here I have Dart Pad open and I can actually increase the size so you can
