start	end	text
1407720	1417400	languages that I've worked with, C++, C, Rust, Dart, Swift, JavaScript, they pretty much all
1417400	1424040	start at the index of zero. And that is so important to understand because like the placement
1424040	1434200	of this object called foo inside this list is not one. Its index is zero. And that is why lists are
1434200	1441000	called zero-based and their indexes are called zero-based indexes. So you've got to be careful
1441000	1447480	with that. And we're going to talk about indexes soon, actually. So let's just say final names is
1447480	1454840	that. Now, if I want to extract foo from here, I'm just going to say final foo is names at the
1454840	1460200	index of zero, right? And I'm just going to print it. I'm just going to say print foo. And you'll
1460200	1466440	see foo printed here. Now, if I say I want to get baz, then I'm going to say print, sorry,
1467320	1473880	index of three. And you'll see, oh, sorry, index of three. And you'll see, oh, sorry,
1474040	1480200	index of two, because it's the third item. But since indexes are zero-based, then it's index of
1480200	1486840	two. I made the mistake myself. So command S and you'll get baz. And I actually want to go back to
1486840	1491720	this three and then command S. So you can see what happened here. You'll see you'll get something
1491720	1499640	called a range error, which is an exception, an exception in Dart and many other programming
1499640	1505160	languages is when things go wrong so that the language doesn't really know anymore what you
1505160	1511400	mean. And in this case, you can see this through an exception at the language level or at the
1511400	1517560	library's level where it says, there are no four items in this array or in this list, because the
1517560	1525560	index of three indicates four items. Item number one in the list has the index of zero, and then
1525720	1536200	items. Item number two has the index of one. Item number three has the index of two. And item
1536200	1543800	number four has the index of three. And there are only three objects in this array or in this list.
1543800	1552280	So index zero, one, two. So that's it. And index of number three is non-existent. And that is why
1552280	1561880	we're getting this invalid value, not in inclusive range zero to two. So that's how you access items
1561880	1568040	inside a list. And this is how you actually create a list, okay? So you say list of items,
1568040	1576440	which is full bar baz. So you can also, there are some convenient properties on lists that you can,
1576440	1583720	for instance, say, final length. So if you want to know how many items are in this list, you can
1583720	1592520	also say names, dot, and then you would say length. And we're going to talk a little bit about dot now
1592520	1599960	as well, because I think it's so important to understand what dot is. Dot in Dart and in many
1599960	1606440	other programming languages is a way to drill in to something to extract something else from it.
1606440	1617240	And in this case, names is a list. And all lists in Dart have something called properties. Length
1617240	1627080	is a property of the list data type in Dart. And that means every list in Dart has a property
1627080	1632760	called length that is automatically calculated for you. You don't have to do anything. As you
1632760	1640280	enter values in this list, this length is going to then return the right value to you. So I'm just
1640280	1644680	going to talk about that a little bit more. So I'm just going to say print names length. It's going
1644680	1651400	to say, you'll see here, let me scroll a little bit, it'll say three, three items in this array.
1652360	1656360	I'm going to change the names list to var so that we can actually
1659000	1665880	change its contents and mutate it. I just want to add a new name to this names. And I will just say
1665880	1672280	add. It's a function, as you can see, because it has parentheses right after it. And I will say
1674040	1680600	my name. And then semicolon to end the statement. Now, if I say print names length right after this
1680600	1687800	statement, you guessed it. Oh, I can see, actually, you may not see all the print statements
1687800	1693880	because this text is right there. So let me resize my Visual Studio code a little bit so you can see
1693880	1701880	things a little bit better. Sorry about that. So now we have names length here. And you can see
1701880	1713160	the second time around it said four. So when you say dot after the name of a variable,
1713160	1717400	and that means it can be a constant, a variable, or a final variable, after you put dot
1718200	1724280	after its name, you're accessing different properties or different functions inside that
1724280	1730120	thing. So it's kind of like an accessor. It allows you to drill down inside an object and grab things
1730120	1739320	out of it, or maybe make that object do something for you. So I think that's good enough, to be
1739320	1743960	honest with you, about lists. I don't want to go too much into details and scare people about
1744680	1751800	all the different things you can do with lists. But there is great documentation on Dart's own
1751800	1756360	website. All you have to do is just to Google or duck, duck, go, or whatever you want to use, bing
1757080	1763960	your way through and just search for dart arrays documentation, or just dart arrays, and then you
1763960	1769160	will find lots of information about it. Or sorry, dart lists, because in dart they're actually
1769160	1774120	called lists. In some other programming languages they are called arrays, but those names can be
1774120	1778680	used interchangeably, to be honest with you. Lists and arrays are kind of like almost the same thing.
1778680	1790440	So all right, that was lists in dart. I'm going to take it in my notes so that we know we've talked
1790440	1799480	about it. The next topic that I want to talk about in this video are things called sets.
1802040	1808520	All right, and as you can see in the caption I've written here is a list of unique things.
1808760	1818280	Whereas lists were lists of homogeneous things, sets are lists of unique things. So
1820920	1825000	I think the best way actually to explain sets is just to jump right into it.
1825000	1832440	So the syntax for set is with a curly bracket. Actually, I think it is.
1832440	1839640	Yeah, I think so. So let's say final names, and I'm just going to say curly bracket foo,
1840760	1847880	and then end that. Okay, just like that. Now if I type names here, you will see that the suggestion
1847880	1854040	provided here, or the information provided by Visual Studio Code says names is a set of string.
1854840	1860040	We talked about this in the previous chapter, that when I say final names,
1860040	1867400	or final something, name, for instance, is foo, I'm kind of telling Dart to create a variable
1868680	1874680	whose reference name is name, and its value is foo, and Dart automatically understand that the
1874680	1882840	data type of this value is string, because its data is string. So you don't have to say final string
1882840	1890280	is string. Although you could do that, but let's change this to const as well.
1892680	1897160	You don't have to actually say this is a string, because Dart understands it automatically.
1897160	1901560	So you just remove the data type if that's what you want to do, which is what I actually prefer
1901560	1907640	to do instead of being too verbose, unless you have a really good reason to provide the data type.
1907640	1917560	Anyways, let's go back to sets. So we were here. And in the same way that we created a string,
1917560	1923400	and then Dart automatically understood the data type, by putting curly brackets here,
1923400	1927800	or curly braces here, and putting some data inside that, Dart automatically understand,
1927800	1932840	okay, this is a set of some stuff in here, and this stuff for now just looks like a string.
1932840	1944440	So if I say foo bar as, Dart says, okay, this is fine. But if I go in here and I say foo again,
1944440	1950280	you can see I automatically get an error message saying two elements in a constant set literal
1950280	1955320	cannot be equal, because it understands that this foo has already repeated there.
1955880	1962120	Okay. So let's remove foo from here, and let's do an experiment. Let's change these names to var
1962120	1969640	so that we can actually change its contents. Then go to the next line and say names, if I can
1969640	1979160	spell, and say add, and then say foo again. And then say names, add var, and then set add vas,
1979560	1987800	or sorry, names, add vas. And then we'll say print names. Okay. And I'm going to clear the logs with
1987800	1995000	this button right here, and then I'm going to press command S. And you can see that the set
1995000	2004440	is still foo bar vas. Nothing changed really there. That is one of the greatest properties of
2005080	2013080	lists, of sets in Dart, and in pretty much every other programming language that supports sets,
2013080	2023080	and that's sets ensure always that their data is not duplicated. And this is, I mean, there's
2023080	2028360	lots of magic happening in the background that I haven't really talked about. I mean, for instance,
2029240	2035720	the question that you may ask, how does Dart know foo is the same as foo? Does it compare them?
2035720	2043720	Yes, it kind of does, actually. It's internally doing a comparison between these things, but we
2043720	2050520	never told it how that comparison should work. And that is because, if you remember from operators,
2050520	2057320	when we talked about it, the string, now we haven't talked about classes. Well, I'm just going to say
2057320	2069240	strings in Dart already know how they should be compared with other strings. So, they kind of
2069240	2074120	have this logic of hash codes and comparison operators that they know exactly like, okay,
2075080	2082680	given this string, am I the same as that? Sorry, given what I am and this new thing that you're
2082680	2087080	providing me, I'm foo and you're saying foo, am I the same as foo? And then it says yes or no.
2087080	2096920	So, that is what sets are doing internally, but we don't actually see that. So, just know for now
2096920	2105400	that sets in Dart allow you to create unique list of things, okay? And then you may also be a little
2105400	2114600	bit tempted to go and say, okay, I have things here. Let's say const things is equal to foo and
2114680	2122680	then you say one. And this will also work. And that is because Dart has the concept of object
2122680	2126920	as well. You can see, you'll see things and it'll say, oh, now it's a set of object.
2128440	2134440	We haven't talked about objects yet. And if I look at my notes, I can see that we're going to
2134440	2140600	talk about objects in chapter six and we're right now in chapter four. So, we haven't really
2140600	2147160	gotten to that point to talk about objects. And I don't want to really scare you about objects
2147160	2155080	and what they actually are, but just know that there is a hierarchy of data types. So, you have
2155080	2162440	object and then you have data types that kind of derive their functionality from objects. So,
2163000	2169000	here sits object and then here sits string, integer, double, et cetera. And then you have
2169000	2173880	sets and blah, blah, blah. Now, when you were here, when you were first here and you said,
2173880	2180120	I have foo, bar, baz, all strings, then Dart was like, okay, this is a set of strings.
2180760	2185160	But then you said, oh, I have a string and I have an integer, which is a number.
2186120	2191480	Now, Dart was like, oops, I have, I can't, I mean, I don't really, I can't say this is a list of
2191480	2195880	strings and integers. That's not possible in Dart. So, it says I'm going to take the common
2195880	2203160	denominator type that sits above them as their parent to specify what these things are. Okay.
2203160	2208840	And that is kind of like the same thing that we do in real life in that if I give you, for instance,
2211400	2217960	two candies, like a Twix bar, then you would say, this is a Twix bar. That's one thing.
2218680	2224760	If I give you 10 Twix bars, then you will say a lot of Twix bars or 10 Twix bars. If I just give
2224760	2230280	you a bunch of Twix bars, you'll be like, oh, that's a bunch of Twix bars. But if I go and
2231560	2239560	like blend like lots of Twix bars, Mars bars, whatever, all the sweets into a bag and I give
2239560	2245800	you that bag, what do you call it? You don't say, oh, this is a bag of Twix and Snickers and this is
2246600	2252600	and Mars bar. No, you would probably just say candy. It's a bag of candies. And that's what
2252600	2258600	Dart is doing here. Saying, oh, you threw a lot of stuff in here. I can't comprehend it. This is
2258600	2265640	a set of objects. So we do that in real life. And that's what Dart is doing here. So just
2265640	2269720	when you see object, just know that, oh, Dart doesn't really know what this is anymore.
2270680	2278120	Or it kind of knows what it is. It's just a bunch of stuff. So that's what object in this case means.
2278120	2283160	So that was a weird comparison, maybe. But I hope you get what I mean.
2285080	2288520	And if you see me looking here, it's just because I'm looking at my notes to ensure that I've
2288520	2296040	explained the things that I've set out to explain. So talked a little bit about hash codes and sets.
2296040	2303240	We don't have to go into details about that. So now let's go and talk a little bit about maps.
2303240	2314120	Now let's go and talk a little bit about maps. And maps are one of my favorite data structures
2314120	2318760	in any programming language that supports them. Pretty much almost all modern programming languages
2318760	2327720	support maps. So a map is a data structure. As you can see here, maps are used to hold
2327720	2330280	key value pairs of information. And what that means is,
2333160	2338680	let's say that you want to explain a person using their different properties.
2340520	2352520	Then you would say age, their gender, their hair color, their height, whatever, name, all of that.
2352520	2361240	So these are kind of like your keys. So you would explain the properties of that person
2361240	2366760	using those keys. And all those keys have their values. So if you say height, then you would say
2366760	2376360	like 180. And if you say weight, then you would say like 70 kilograms. So these are key values.
2376360	2381720	The keys are the properties of that person and the values are the values of those properties.
2382680	2389560	And the way to create a map is very similar. So it's very similar to a set with curly brackets.
2390760	2396360	You say person, and then you say equal to. Actually, this is just a name. You don't have
2396360	2401560	to say person, but yeah. Or you can just say const. So person, and then you open curly brackets,
2401560	2406760	and then you would do your keys here. And I would say the key of age, for instance, I'll say 20.
2407720	2414360	And then you say colon. Is it colon? Yeah, it's a colon. And then you end the whole set
2414360	2425640	with a semicolon. So I just created a basically here, I created a map whose keys are string
2425640	2432360	and values are integers. Now let's see if Dart understands that. You see, it's a map of string
2432360	2439400	as keys and int as values. But now, as you saw before, the analogy of candies, now if I say,
2439400	2448280	okay, I have another key, and it says name, and I say, oh, the name is foo. Now Dart's going to be
2448280	2456200	like, ooh, what is this person? Oh, it's a map of string as keys and object as the value. Because
2456200	2462520	it just looks at the common denominator of the string, which is foo, and 20, which is an integer.
2462520	2468360	It says, oh, I don't know. I can't create a map whose keys are string and its values are both
2468360	2473080	string and integer. So I'm just going to go to their parent and be like, oh, the parent of both
2473080	2480120	string and integer is object. So your values are of type object. So a bunch of candies, basically.
2480120	2490920	Okay. That's how you create a map in Dart. And the other property of a map is, for instance,
2490920	2501080	you would say, if you go and create an age again here, you see it says two keys and a constant map
2501080	2506120	literal cannot be equal. So it's doing some checks here, making sure that the keys are actually
2506120	2513880	unique. So keys inside a map need to be unique. All right? However, if you go and change this
2513880	2523640	and say var person, and then you later go and say person name is equal to foo, just like that,
2524600	2530920	and then you print the entire person. So I'm just going to say print before and print after.
2531240	2539480	Okay? And you can see here, it said first time age key is 20, it has a value of 20, and the name key
2539480	2545480	has a value of foo with a capital F. Then the second time around on the print statement on line 15,
2546360	2553880	then when we print the person, it has the key of age with a value of 20, because we didn't modify
2553880	2559240	that, and a key of name as it was before with the value of foo with like six, I think,
2560280	2567800	capital O's. So this is how you would modify a map. You would specify the key, and then you would
2567800	2572840	say equal to, which is an operator, and then you would say the new value. All right? However,
2572840	2581160	if you added a new key here, for instance, last name, and you say Baz, and that will just kind
2581160	2588680	of like get appended to the map. So age the same, name the same, now you have a new key
2588680	2596040	whose value is Baz. All right? And that is kind of like the basics of
2597880	2603560	maps. So there are lots of things you can do with maps, and I really encourage you,
2603560	2607000	just like everything else that I talked about in this chapter, that you go and read some of
2607000	2612440	the documentations, because if you're following along with this course and your goal is to become
2612440	2617560	a software engineer, and if you're, for instance, a project manager or a designer, UXer, whoever you
2617560	2625480	are, I think you need to understand that software engineers do not know all the answers. You have to
2625480	2631320	go and read documentations. You have to practice, practice, practice, and put time into it. Countless,
2631320	2639880	countless hours you need to put into learning. So I mean, this course, I think, is going to be so
2639880	2646760	many hours long. The way I can, I mean, I can see the planning for all the chapters that I've put
2646760	2652360	here. There are so many chapters. I think the entirety of this course is going to go over 20
2652360	2657960	hours. So you can imagine that I can't go into details about every single thing. Otherwise,
2657960	2664360	it is just, this course is probably going to be like 200, 300 hours. It's unbelievable. So
2665000	2669720	we can't do that. So what I expect you to do now is just to open your browser and just type
2669720	2678520	dart maps documentation, something like that, dart maps. So, and you also need to know that now that
2678520	2684280	you're starting to Google things, you need to be aware of the word dart and that dart is an existing,
2684280	2691640	very popular name for just darts, darts. Okay. So sometimes depending on what you're Googling,
2692520	2699160	if a topic related to the classic darts that you throw is more popular than the topic of
2699160	2706440	the programming language, which kind of sounds the same, it may pop up first. So in this case,
2706440	2713320	if you say dart map, you may actually end up in some sort of weird website that explains to you
2713320	2719640	how you can throw darts at a map. I don't know. I'm just trying to bring it up because I actually
2719640	2723240	ended up in that situation that I searched for something related to dart. I actually ended up
2723240	2728840	in a weird website talking about darts as like a sport. So know that as well, please.
2730840	2740040	All right. Now we've talked about maps. So I'm going to take that in my notes. Now
2740040	2751320	what's coming in the next chapter, we are going to talk about a very important concept in darts
2751320	2756520	and many other programming languages such as Rust and Swift, and that is null safety or dart calls
2756520	2764200	it the sound null safety. It is a very important thing to know about in darts and it will greatly
2764200	2769000	and it will greatly help you in the future as you write your Flutter applications.
2770120	2778360	In this course, I'm going to use a lot of null. I'm going to make a lot of null references,
2778360	2784680	talk about null quite a lot throughout the course. So it is very important that we go through that
2784680	2788120	as soon as possible, and we're definitely not going to leave that out. So
2789080	2796120	that's going to be for chapter five. So keep an eye out for chapter five that is to follow. So
